"01-446 Aurora" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,1 
"District 32 - Question" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,0 
"District 32 - Question" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,0 
"District 32 - Question" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,0 
"District 32 - Question" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,0 
"District 32 - Question" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,0 
"District 33 - Question" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 33 - Question" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 33 - Question" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,15138 
"District 33 - Question" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,567 
"District 33 - Question" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,13 
"District 33 - Question" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,277 
"District 33 - Question" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,3 
"District 33 - Question" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,47 
"District 33 - Question" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,21 
"District 33 - Question" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,177 
"District 33 - Question" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,21 
"District 34 - Question" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 34 - Question" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 34 - Question" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,14334 
"District 34 - Question" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,492 
"District 34 - Question" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,5 
"District 34 - Question" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,199 
"District 34 - Question" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,7 
"District 34 - Question" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,34 
"District 34 - Question" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,16 
"District 34 - Question" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,205 
"District 34 - Question" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,18 
"District 35 - Question" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 35 - Question" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 35 - Question" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,14705 
"District 35 - Question" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,0 
"District 35 - Question" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,0 
"District 35 - Question" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,0 
"District 35 - Question" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,0 
"District 35 - Question" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,0 
"District 35 - Question" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,0 
"District 35 - Question" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,0 
"District 35 - Question" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,0 
"District 36 - Question" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 36 - Question" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 36 - Question" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,13491 
"District 36 - Question" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,0 
"District 36 - Question" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,0 
"District 36 - Question" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,0 
"District 36 - Question" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,0 
"District 36 - Question" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,0 
"District 36 - Question" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,0 
"District 36 - Question" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,0 
"District 36 - Question" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,0 
"District 37 - Question" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 37 - Question" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 37 - Question" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,10008 
"District 37 - Question" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,19 
"District 37 - Question" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,0 
"District 37 - Question" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,7 
"District 37 - Question" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,1 
"District 37 - Question" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,0 
"District 37 - Question" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,1 
"District 37 - Question" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,8 
"District 37 - Question" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,1 
"District 38 - Question" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 38 - Question" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 38 - Question" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,10535 
"District 38 - Question" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,0 
"District 38 - Question" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,0 
"District 38 - Question" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,0 
"District 38 - Question" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,0 
"District 38 - Question" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,0 
"District 38 - Question" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,0 
"District 38 - Question" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,0 
"District 38 - Question" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,0 
"District 39 - Question" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 39 - Question" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 39 - Question" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,10976 
"District 39 - Question" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,34 
"District 39 - Question" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,2 
"District 39 - Question" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,14 
"District 39 - Question" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,0 
"District 39 - Question" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,1 
"District 39 - Question" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,0 
"District 39 - Question" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,13 
"District 39 - Question" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,3 
"District 40 - Question" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 40 - Question" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 40 - Question" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,9412 
"District 40 - Question" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,7 
"District 40 - Question" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,0 
"District 40 - Question" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,4 
"District 40 - Question" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,0 
"District 40 - Question" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,0 
"District 40 - Question" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,0 
"District 40 - Question" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,2 
"District 40 - Question" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,1 
"District 1 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 1 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 1 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,12558 
"District 1 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,1193 
"District 1 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,10 
"District 1 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,571 
"District 1 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,5 
"District 1 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,61 
"District 1 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,14 
"District 1 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,495 
"District 1 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,27 
"District 2 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 2 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 2 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,11218 
"District 2 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,749 
"District 2 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,7 
"District 2 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,313 
"District 2 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,2 
"District 2 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,45 
"District 2 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,10 
"District 2 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,360 
"District 2 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,9 
"District 3 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 3 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 3 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,13292 
"District 3 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,1083 
"District 3 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,10 
"District 3 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,229 
"District 3 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,4 
"District 3 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,61 
"District 3 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,12 
"District 3 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,741 
"District 3 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,23 
"District 4 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 4 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 4 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,14025 
"District 4 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,1816 
"District 4 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,7 
"District 4 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,975 
"District 4 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,4 
"District 4 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,75 
"District 4 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,38 
"District 4 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,642 
"District 4 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,59 
"District 5 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 5 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 5 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,13050 
"District 5 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,1387 
"District 5 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,2 
"District 5 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,682 
"District 5 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,0 
"District 5 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,64 
"District 5 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,20 
"District 5 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,572 
"District 5 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,34 
"District 6 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 6 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 6 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,14509 
"District 6 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,652 
"District 6 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,1 
"District 6 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,226 
"District 6 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,0 
"District 6 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,42 
"District 6 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,12 
"District 6 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,353 
"District 6 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,16 
"District 7 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 7 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 7 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,13461 
"District 7 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,2140 
"District 7 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,20 
"District 7 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,476 
"District 7 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,4 
"District 7 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,79 
"District 7 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,15 
"District 7 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,1491 
"District 7 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,36 
"District 8 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 8 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 8 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,12978 
"District 8 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,1439 
"District 8 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,5 
"District 8 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,295 
"District 8 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,5 
"District 8 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,62 
"District 8 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,8 
"District 8 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,1036 
"District 8 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,23 
"District 9 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 9 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 9 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,14116 
"District 9 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,576 
"District 9 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,2 
"District 9 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,161 
"District 9 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,1 
"District 9 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,26 
"District 9 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,5 
"District 9 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,369 
"District 9 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,11 
"District 10 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 10 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 10 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,14053 
"District 10 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,1365 
"District 10 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,9 
"District 10 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,303 
"District 10 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,1 
"District 10 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,45 
"District 10 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,13 
"District 10 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,962 
"District 10 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,25 
"District 11 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 11 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 11 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,14597 
"District 11 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,1006 
"District 11 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,6 
"District 11 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,256 
"District 11 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,2 
"District 11 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,50 
"District 11 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,6 
"District 11 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,655 
"District 11 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,23 
"District 12 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 12 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 12 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,14259 
"District 12 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,1064 
"District 12 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,2 
"District 12 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,236 
"District 12 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,4 
"District 12 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,52 
"District 12 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,14 
"District 12 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,722 
"District 12 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,23 
"District 13 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 13 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 13 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,12185 
"District 13 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,452 
"District 13 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,4 
"District 13 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,155 
"District 13 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,0 
"District 13 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,22 
"District 13 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,5 
"District 13 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,252 
"District 13 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,8 
"District 14 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 14 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 14 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,16094 
"District 14 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,1147 
"District 14 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,8 
"District 14 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,499 
"District 14 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,1 
"District 14 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,58 
"District 14 - Early Voting" ,"US PRESIDENT" ,"Stein, Jill" ,"GRE" ,"Total" ,5 
"District 14 - Early Voting" ,"US PRESIDENT" ,"Trump, Donald J." ,"REP" ,"Total" ,535 
"District 14 - Early Voting" ,"US PRESIDENT" ,"Write-in 60" ,"NP" ,"Total" ,36 
"District 15 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts for Race" ,"NP" ,"Total" ,0 
"District 15 - Early Voting" ,"US PRESIDENT" ,"Number of Precincts Reporting" ,"NP" ,"Total" ,0 
"District 15 - Early Voting" ,"US PRESIDENT" ,"Registered Voters" ,"NP" ,"Total" ,11427 
"District 15 - Early Voting" ,"US PRESIDENT" ,"Times Counted" ,"NP" ,"Total" ,526 
"District 15 - Early Voting" ,"US PRESIDENT" ,"Castle, Darrell L." ,"CON" ,"Total" ,6 
"District 15 - Early Voting" ,"US PRESIDENT" ,"Clinton, Hillary" ,"DEM" ,"Total" ,273 
"District 15 - Early Voting" ,"US PRESIDENT" ,"De La Fuente, Roque" ,"NA" ,"Total" ,1 
"District 15 - Early Voting" ,"US PRESIDENT" ,"Johnson, Gary" ,"LIB" ,"Total" ,30 
